date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:52:21	46834/46834	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2078-b6f2%22	https://template.hasthemes.com/furns/furns/login.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/login.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:21	61348/61348	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2064-efa4%22	https://template.hasthemes.com/furns/furns/about.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/about.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:22	96340/96340	---MCZ	200	added ('OK')	text/html	etag:W/%22638b207f-17854%22	https://template.hasthemes.com/furns/furns/shop-3-column.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/shop-3-column.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:22	91856/91856	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2082-166d0%22	https://template.hasthemes.com/furns/furns/shop-4-column.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/shop-4-column.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:22	105761/105761	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2084-19d21%22	https://template.hasthemes.com/furns/furns/shop-left-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/shop-left-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:22	105662/105662	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2085-19cbe%22	https://template.hasthemes.com/furns/furns/shop-right-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/shop-right-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:23	92296/92296	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2093-16888%22	https://template.hasthemes.com/furns/furns/single-product.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:23	93400/93400	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2093-16cd8%22	https://template.hasthemes.com/furns/furns/single-product-variable.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-variable.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:23	92028/92028	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2086-1677c%22	https://template.hasthemes.com/furns/furns/single-product-affiliate.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-affiliate.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:23	95182/95182	---MCZ	200	added ('OK')	text/html	etag:W/%22638b208b-173ce%22	https://template.hasthemes.com/furns/furns/single-product-group.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-group.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:23	91849/91849	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2091-166c9%22	https://template.hasthemes.com/furns/furns/single-product-tabstyle-2.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-tabstyle-2.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:24	91871/91871	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2091-166df%22	https://template.hasthemes.com/furns/furns/single-product-tabstyle-3.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-tabstyle-3.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:24	91766/91766	---MCZ	200	added ('OK')	text/html	etag:W/%22638b208c-16676%22	https://template.hasthemes.com/furns/furns/single-product-slider.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-slider.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:24	90756/90756	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2087-16284%22	https://template.hasthemes.com/furns/furns/single-product-gallery-left.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-gallery-left.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:24	90797/90797	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2089-162ad%22	https://template.hasthemes.com/furns/furns/single-product-gallery-right.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-gallery-right.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:25	90786/90786	---MCZ	200	added ('OK')	text/html	etag:W/%22638b208e-162a2%22	https://template.hasthemes.com/furns/furns/single-product-sticky-left.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-sticky-left.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:25	90666/90666	---MCZ	200	added ('OK')	text/html	etag:W/%22638b208e-1622a%22	https://template.hasthemes.com/furns/furns/single-product-sticky-right.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/single-product-sticky-right.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:25	54359/54359	---MCZ	200	added ('OK')	text/html	etag:W/%22638b206d-d457%22	https://template.hasthemes.com/furns/furns/cart.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/cart.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:25	51487/51487	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2070-c91f%22	https://template.hasthemes.com/furns/furns/compare.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/compare.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:26	48525/48525	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2095-bd8d%22	https://template.hasthemes.com/furns/furns/wishlist.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/wishlist.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:26	44451/44451	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2073-ada3%22	https://template.hasthemes.com/furns/furns/empty-cart.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/empty-cart.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:26	21371/21371	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:47%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/3.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/3.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:26	24763/24763	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:48%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/4.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/4.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:26	44360/44360	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2064-ad48%22	https://template.hasthemes.com/furns/furns/404.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/404.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:27	49293/49293	---MCZ	200	added ('OK')	text/html	etag:W/%22638b207d-c08d%22	https://template.hasthemes.com/furns/furns/privacy-policy.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/privacy-policy.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:27	50140/50140	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2073-c3dc%22	https://template.hasthemes.com/furns/furns/faq.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/faq.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:27	7302/7302	---MCZ	200	added ('OK')	text/html	etag:W/%22638b206e-1c86%22	https://template.hasthemes.com/furns/furns/coming-soon.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/coming-soon.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:27	65544/65544	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2066-10008%22	https://template.hasthemes.com/furns/furns/blog-grid-left-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/blog-grid-left-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:28	65452/65452	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2067-ffac%22	https://template.hasthemes.com/furns/furns/blog-grid-right-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/blog-grid-right-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:28	65772/65772	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2068-100ec%22	https://template.hasthemes.com/furns/furns/blog-list-left-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/blog-list-left-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:28	65714/65714	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2069-100b2%22	https://template.hasthemes.com/furns/furns/blog-list-right-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/blog-list-right-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:28	69268/69268	---MCZ	200	added ('OK')	text/html	etag:W/%22638b206b-10e94%22	https://template.hasthemes.com/furns/furns/blog-single-left-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/blog-single-left-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:29	69308/69308	---MCZ	200	added ('OK')	text/html	etag:W/%22638b206c-10ebc%22	https://template.hasthemes.com/furns/furns/blog-single-right-sidebar.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/blog-single-right-sidebar.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:29	49611/49611	---MCZ	200	added ('OK')	text/html	etag:W/%22638b2071-c1cb%22	https://template.hasthemes.com/furns/furns/contact.html	C:/laragon/khoa1/template.hasthemes.com/furns/furns/contact.html	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:29	8976/8976	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:53%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/1.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/1.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:29	8460/8460	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:53%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/2.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/2.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:29	7341/7341	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:54%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/3.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/3.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:30	152425/152425	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:55%20GMT	https://template.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-1.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-1.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:30	117351/117351	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:43:55%20GMT	https://template.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-2.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-2.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:30	3522/3522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:08%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/5.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/5.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:30	4016/4016	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:09%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/6.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/6.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:31	8094/8094	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:09%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/7.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/7.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:31	10881/10881	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:10%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/4.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/4.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:31	10780/10780	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:11%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/5.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/5.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:31	8218/8218	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:13%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/6.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/6.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:31	6320/6320	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:15%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/7.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/7.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:32	6117/6117	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:17%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/8.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/8.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:32	10415/10415	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:19%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/9.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/9.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:32	8823/8823	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:20%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/10.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/10.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:32	8307/8307	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:21%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/11.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/11.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:33	11310/11310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:22%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/12.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/12.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:33	6046/6046	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:23%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/13.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/13.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:33	10760/10760	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:25%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/14.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/14.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:33	8181/8181	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:26%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/15.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/15.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:34	13344/13344	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:26%20GMT	https://template.hasthemes.com/furns/furns/assets/images/product-image/16.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/product-image/16.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:34	15542/15542	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:27%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/1.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/1.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:34	19132/19132	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:32%20GMT	https://template.hasthemes.com/furns/furns/assets/images/banner/2.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/banner/2.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:35	14704/14704	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:33%20GMT	https://template.hasthemes.com/furns/furns/assets/images/blog-image/1.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/blog-image/1.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:35	13558/13558	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:34%20GMT	https://template.hasthemes.com/furns/furns/assets/images/blog-image/2.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/blog-image/2.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:35	9160/9160	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:35%20GMT	https://template.hasthemes.com/furns/furns/assets/images/blog-image/3.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/blog-image/3.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:35	15426/15426	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Mar%202024%2005:44:36%20GMT	https://template.hasthemes.com/furns/furns/assets/images/blog-image/4.jpg	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/blog-image/4.jpg	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:35	5597/5597	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:44:36%20GMT	https://template.hasthemes.com/furns/furns/assets/images/icons/payment.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/images/icons/payment.png	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:36	178143/178143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b215d-2b7df%22	https://template.hasthemes.com/furns/furns/assets/js/vendor/vendor.min.js	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/js/vendor/vendor.min.js	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:36	15312/15312	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b209e-3bd0%22	https://template.hasthemes.com/furns/furns/assets/js/main.js	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/js/main.js	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:36	542628/542628	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b214f-847a4%22	https://template.hasthemes.com/furns/furns/assets/js/plugins/plugins.min.js	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/js/plugins/plugins.min.js	(from https://template.hasthemes.com/furns/furns/index-2.html)
12:52:37	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22638b20cd-1d794%22	https://template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.eot?v=2.0.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.eot	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:37	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%22638b20cf-2e05c%22	https://template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.ttf?v=2.0.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.ttf	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:37	67904/67904	---M--	200	added ('OK')	font/woff	etag:%22638b20d0-10940%22	https://template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.woff?v=2.0.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.woff	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:38	336064/336064	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22638b20ce-520c0%22	https://template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.svg?v=2.0.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.svg	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:38	54266/54266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22638b20d4-d3fa%22	https://template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.eot?v=2.4.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.eot	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:38	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%22638b20d9-7570%22	https://template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.woff2?v=2.4.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.woff2	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:38	54056/54056	---M--	200	added ('OK')	application/octet-stream	etag:%22638b20d6-d328%22	https://template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.ttf?v=2.4.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.ttf	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:39	81332/81332	---M--	200	added ('OK')	font/woff	etag:%22638b20d8-13db4%22	https://template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.woff?v=2.4.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.woff	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:39	239245/239245	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22638b20d5-3a68d%22	https://template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.svg?v=2.4.0	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.svg	(from https://template.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
12:52:39	7006/7006	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:05%20GMT	https://template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_444444_256x240.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_444444_256x240.png	(from https://template.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
12:52:39	7074/7074	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:09%20GMT	https://template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_555555_256x240.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_555555_256x240.png	(from https://template.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
12:52:40	6313/6313	---MC-	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2005:45:10%20GMT	https://template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_ffffff_256x240.png	C:/laragon/khoa1/template.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_ffffff_256x240.png	(from https://template.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
